Model,Correlation,Std_Model,Std_Ref,TSS,Rank
CHIRPS,1.0,5.191232198967432,5.191232198967432,1.0,1
BMME,0.8568033124674863,4.250944820088953,5.191232198967432,0.6343997999890407,2
NESM3,0.8453269841887816,4.598029011671081,5.191232198967432,0.6211499791363182,3
KIOST-ESM,0.857093794967399,3.1984400064493377,5.191232198967432,0.597845226825843,4
FGOALS-f3-L,0.8227789369725156,4.08337200811721,5.191232198967432,0.597293872250402,5
IPSL-CM6A-LR,0.8573011024035339,2.9732846489782996,5.191232198967432,0.5840652411061125,6
BCC-ESM1,0.8063184843296556,5.00358389804137,5.191232198967432,0.5671792662990804,7
EC-Earth3-CC,0.784792952584991,4.073566549625516,5.191232198967432,0.5617648861758942,8
AMME,0.7894771411758409,4.5798424006958545,5.191232198967432,0.5610647658731269,9
IITM-ESM,0.7574855595925039,4.177603580301507,5.191232198967432,0.5371561730240837,10
CESM2-WACCM,0.7859869623954657,5.310816278864252,5.191232198967432,0.5318031201508047,11
RMME,0.7610491084740927,4.739291161239031,5.191232198967432,0.5288972806513611,12
MIROC6,0.8404506097748538,6.707784022351417,5.191232198967432,0.5011696126087406,13
CMCC-CM2-HR4,0.7329357378189436,5.184269178893615,5.191232198967432,0.48356322033704136,14
SAM0-UNICON,0.7658671234799989,5.795561834499922,5.191232198967432,0.482153339166839,15
GFDL-ESM4,0.6935154563373587,4.879654850764066,5.191232198967432,0.46158514049049626,16
INM-CM4-8,0.7010162066866793,5.1904497041213675,5.191232198967432,0.4532470963308619,17
KACE-1-0-G,0.6467599114222676,4.202901930638748,5.191232198967432,0.44853669565894605,18
AWI-ESM-1-1-LR,0.6708858419657482,4.822462719259174,5.191232198967432,0.4447901231502529,19
ACCESS-CM2,0.5993192175131645,3.7306093826215307,5.191232198967432,0.42770064221112425,20
MPI-ESM-1-2-HAM,0.6409302299484431,5.213015000635557,5.191232198967432,0.3995124835594823,21
ACCESS-ESM1-5,0.4719387649742525,4.5238331193277475,5.191232198967432,0.31557584684459805,22
GISS-E2-1-G,0.6687495710514052,7.213941813540518,5.191232198967432,0.2677239459449263,23
TaiESM1,0.5583506365499099,10.420132698674244,5.191232198967432,-0.1805870829290821,24
