Model,Correlation,Std_Model,Std_Ref,TSS,Rank
ERA5,1.0,4.277050493094763,4.277050493094763,1.0,1
EC-Earth3-CC,0.978426391445233,4.575375202969869,4.277050493094763,0.8402786540463172,2
BMME,0.9823728081750112,4.799538772925559,4.277050493094763,0.8349479285203878,3
AMME,0.968436386775401,4.773383995626126,4.277050493094763,0.7951592242386096,4
CMCC-CM2-HR4,0.9623844906700673,4.568853247021752,4.277050493094763,0.7938224621410447,5
MPI-ESM-1-2-HAM,0.9591386748046873,4.658296780951285,4.277050493094763,0.7798265007207654,6
RMME,0.9615503133223413,4.775599856638643,4.277050493094763,0.7770087629156817,7
AWI-ESM-1-1-LR,0.9484135925865059,4.3748628984195355,4.277050493094763,0.7697226847826407,8
CESM2-WACCM,0.9514129748781209,4.558591871082429,4.277050493094763,0.7677246192064289,9
KIOST-ESM,0.9763257070296106,5.242106340122752,4.277050493094763,0.7666079989956441,10
IPSL-CM6A-LR,0.9830171845604618,5.405392995930352,4.277050493094763,0.762804264741984,11
SAM0-UNICON,0.9571475797463944,4.834820001701926,4.277050493094763,0.761370240222282,12
ACCESS-ESM1-5,0.9552445466452667,4.948953409864806,4.277050493094763,0.7467694425683629,13
FGOALS-f3-L,0.9658557532424645,5.295888914822403,4.277050493094763,0.7341995270264376,14
INM-CM4-8,0.9262704393742447,3.923230037182011,4.277050493094763,0.7334441923474337,15
GFDL-ESM4,0.962611989148874,5.2624118149656836,4.277050493094763,0.730667795553018,16
IITM-ESM,0.9612275918066137,5.24150641494046,4.277050493094763,0.729926788679774,17
ACCESS-CM2,0.950756105805215,5.455787739672865,4.277050493094763,0.6825227027630878,18
TaiESM1,0.9387046860179051,5.275721523725974,4.277050493094763,0.6792703655358516,19
NESM3,0.8948724100080826,4.655889863567322,4.277050493094763,0.6559621902810928,20
KACE-1-0-G,0.8785566994889255,4.6060186763912645,4.277050493094763,0.6342924433390056,21
BCC-ESM1,0.8567695322170832,4.040018753799908,4.277050493094763,0.6300968062963614,22
GISS-E2-1-G,0.8799678945085133,5.976151384616161,4.277050493094763,0.5033876855554842,23
MIROC6,0.7991105905385861,6.149430899016019,4.277050493094763,0.37979322513966807,24
