Model,Correlation,Std_Model,Std_Ref,TSS,Rank
ERA5,1.0,8.831433753136892,8.831433753136892,1.0,1
BMME,0.9926938004150591,8.858473160971252,8.831433753136892,0.9143655663719288,2
FGOALS-f3-L,0.9925845382965791,8.816782087575978,8.831433753136892,0.9139503899697781,3
KIOST-ESM,0.9911259398830405,9.015449477858619,8.831433753136892,0.9036877845715153,4
GFDL-ESM4,0.9898947050880869,8.91519589680899,8.831433753136892,0.8987768931437965,5
EC-Earth3-CC,0.9908806439590309,9.19454480698646,8.831433753136892,0.898316383657934,6
AMME,0.9899588741759915,8.44846832009237,8.831433753136892,0.89730668256423,7
CMCC-CM2-HR4,0.9890500776828245,8.877749548639061,8.831433753136892,0.89501857132422,8
MPI-ESM-1-2-HAM,0.9877578730003492,8.494666957048825,8.831433753136892,0.8881860734588116,9
RMME,0.9879394396558541,8.320615741126757,8.831433753136892,0.8858257857435978,10
SAM0-UNICON,0.9818007492910108,8.772024389441215,8.831433753136892,0.8654658028128843,11
CESM2-WACCM,0.9838164539879093,8.05076142992662,8.831433753136892,0.8633984461923114,12
IPSL-CM6A-LR,0.9870385038057335,9.726080318733986,8.831433753136892,0.8606959095288749,13
ACCESS-CM2,0.9797964354119963,8.68878841880237,8.831433753136892,0.8585514929125246,14
NESM3,0.9811654290339051,8.113397099087653,8.831433753136892,0.8564435442426162,15
AWI-ESM-1-1-LR,0.9795805015074691,8.072018725417708,8.831433753136892,0.8504648330363362,16
IITM-ESM,0.9775024391135658,8.855534459341312,8.831433753136892,0.8497912131040184,17
TaiESM1,0.9761356556243733,8.582977352975414,8.831433753136892,0.8464138599054739,18
MIROC6,0.9703895937034643,8.516782575571778,8.831433753136892,0.8291488155094561,19
GISS-E2-1-G,0.9736675840006531,7.497085443710284,8.831433753136892,0.8162391663837779,20
INM-CM4-8,0.9728534228614348,7.406337941011422,8.831433753136892,0.8108292406953866,21
ACCESS-ESM1-5,0.9556487055660824,8.64925074566297,8.831433753136892,0.791076207388673,22
KACE-1-0-G,0.9574994082439632,7.785236935374691,8.831433753136892,0.7890910765408395,23
BCC-ESM1,0.9490859116494877,8.893782896529917,8.831433753136892,0.7735083699093006,24
