Model,Correlation,Std_Model,Std_Ref,TSS,Rank
BCC-ESM1,0.9770770977246841,2.4846041944779738,2.836101153825378,0.8333804809397108,1
EC-Earth3-CC,0.9441699206282652,2.4682485092759316,2.836101153825378,0.7612527863844899,2
SAM0-UNICON,0.9224709112477083,2.9429670486320214,2.836101153825378,0.7151134591671839,3
CMCC-CM2-HR4,0.8889751411672054,2.2215332054386114,2.836101153825378,0.6676678594663195,4
INM-CM4-8,0.9058510725055977,3.201615524507174,2.836101153825378,0.6614919735358302,5
KIOST-ESM,0.8766889953192323,2.469648596909493,2.836101153825378,0.659815341815985,6
NESM3,0.8588472178329161,2.3543074638754873,2.836101153825378,0.6372282775867149,7
FGOALS-f3-L,0.8674157461163583,2.0446886076914312,2.836101153825378,0.6332289643224728,8
IPSL-CM6A-LR,0.8614397593497508,2.7696135185575215,2.836101153825378,0.6317789755104546,9
CESM2-WACCM,0.8464401633630838,2.3796096141839542,2.836101153825378,0.6234407256725261,10
AWI-ESM-1-1-LR,0.8388712063952787,2.485897197844816,2.836101153825378,0.6141810834621266,11
KACE-1-0-G,0.8215565727802874,2.1878478839820366,2.836101153825378,0.595304021512882,12
GFDL-ESM4,0.8185783453292212,2.331610523618828,2.836101153825378,0.5938337634055103,13
ACCESS-ESM1-5,0.856360468688533,1.7020472203435641,2.836101153825378,0.592386470926769,14
ACCESS-CM2,0.7886780840017225,1.9399270023825914,2.836101153825378,0.559011403096788,15
MPI-ESM-1-2-HAM,0.8491830218217217,1.4582476800282036,2.836101153825378,0.5577785260027357,16
MIROC6,0.6901170832264831,2.313281440463637,2.836101153825378,0.4806261944223117,17
IITM-ESM,0.7109057762327018,1.0530828256985614,2.836101153825378,0.4477609900099716,18
TaiESM1,0.6336790335345749,3.878103646985416,2.836101153825378,0.24607456157334373,19
GISS-E2-1-G,0.4837427886325788,3.6144128949371135,2.836101153825378,0.16597977833929356,20
