Model,Correlation,Std_Model,Std_Ref,TSS,Rank
EC-Earth3-CC,0.8544033997727073,0.7010358978702844,0.8001732439865787,0.6322597409128148,1
SAM0-UNICON,0.765051531786968,0.9218577391281807,0.8001732439865787,0.46873663397502563,2
KIOST-ESM,0.6029498907154844,0.5604635777018048,0.8001732439865787,0.431689622508169,3
NESM3,0.7807697780602035,1.0666439885646488,0.8001732439865787,0.41034976869958373,4
CMCC-CM2-HR4,0.6394387949911792,0.8034948722338953,0.8001732439865787,0.39828033129750984,5
KACE-1-0-G,0.6971975886200453,0.9444685740147497,0.8001732439865787,0.3887175134401709,6
GFDL-ESM4,0.6714065610213668,0.9309265161012172,0.8001732439865787,0.3710020356834576,7
BCC-ESM1,0.5902316881743845,0.7753276802234612,0.8001732439865787,0.3695026013909447,8
AWI-ESM-1-1-LR,0.5879011659442953,0.8665670168089883,0.8001732439865787,0.3293773135349428,9
TaiESM1,0.7549288832383184,1.2607949136362393,0.8001732439865787,0.2571441876178223,10
IPSL-CM6A-LR,0.646719247122668,1.1266154214208797,0.8001732439865787,0.23801300528439018,11
MPI-ESM-1-2-HAM,0.5460249917710661,1.0185888333187298,0.8001732439865787,0.21568763849437123,12
FGOALS-f3-L,0.5477319022226437,1.0587333672883712,0.8001732439865787,0.19339221104192517,13
CESM2-WACCM,0.5756778569877034,1.146356306476375,0.8001732439865787,0.1624527512270335,14
INM-CM4-8,0.7465456455660845,1.4759022236559804,0.8001732439865787,0.09222089155444368,15
IITM-ESM,0.5320494311859972,1.2878133705649082,0.8001732439865787,0.031070994362804583,16
GISS-E2-1-G,0.6024926440105416,1.507302333284385,0.8001732439865787,-0.06736735007583561,17
MIROC6,0.48526521333469946,1.389654953721057,0.8001732439865787,-0.07948788404863771,18
ACCESS-ESM1-5,0.5195222140904234,1.4732348614503021,0.8001732439865787,-0.11283042455833603,19
ACCESS-CM2,0.6116826536884239,1.66621553626515,0.8001732439865787,-0.18080779050631657,20
